Date,Open,High,Low,Close,Adj Close,Volume
2022-10-05,53.720001,55.230000,50.680000,51.610001,49.574291,138424200
2022-10-06,52.279999,53.150002,50.540001,52.970001,50.880646,134207100
2022-10-07,55.700001,59.820000,55.610001,59.070000,56.740040,155355400
2022-10-10,58.900002,62.630001,58.660000,60.930000,58.526672,141755800
2022-10-11,62.000000,64.500000,59.990002,63.200001,60.707134,157347100
2022-10-12,62.889999,63.939999,61.470001,63.349998,60.851215,128608100
2022-10-13,68.879997,69.550003,57.990002,59.110001,56.778458,225667800
2022-10-14,57.470001,64.739998,57.049999,64.379997,61.840584,169766500
2022-10-17,59.790001,59.840000,57.299999,58.000000,55.712242,140391500
2022-10-18,53.310001,58.330002,52.869999,56.590000,54.357857,165182200
2022-10-19,57.549999,58.709999,55.209999,57.160000,54.905376,144625400
2022-10-20,57.840000,58.869999,54.500000,58.189999,55.894749,146161900
2022-10-21,58.860001,59.630001,53.720001,54.080002,51.946865,166360300
2022-10-24,53.910000,56.080002,51.700001,52.240002,50.179443,146097500
2022-10-25,51.740002,51.740002,48.840000,49.110001,47.172901,120883500
2022-10-26,52.049999,52.560001,49.180000,52.320000,50.256283,161657800
2022-10-27,53.000000,55.500000,52.150002,55.200001,53.022690,136961600
2022-10-28,55.630001,55.689999,49.849998,50.180000,48.200691,147364100
2022-10-31,51.380001,52.939999,50.939999,51.900002,49.852852,115468100
2022-11-01,49.939999,53.709999,49.599998,53.490002,51.380138,118816500
2022-11-02,53.540001,59.060001,51.700001,59.040001,56.711224,192640900
2022-11-03,60.849998,62.810001,59.860001,62.450001,59.986717,139440200
2022-11-04,58.860001,63.570000,57.509998,59.549999,57.201103,173145300
2022-11-07,58.840000,60.330002,57.220001,57.660000,55.385654,97900700
2022-11-08,56.619999,58.980000,54.209999,56.400002,54.175354,124572300
2022-11-09,57.590000,60.540001,57.070000,60.369999,57.988754,123050800
2022-11-10,51.630001,53.110001,46.799999,47.080002,45.222973,181317400
2022-11-11,47.060001,47.740002,44.020000,44.369999,42.619862,139910300
2022-11-14,45.340000,46.000000,43.779999,45.520000,43.724503,126849800
2022-11-15,42.279999,45.290001,41.790001,43.669998,41.947475,186506000
2022-11-16,44.570000,45.849998,44.419998,45.450001,43.657265,129948700
2022-11-17,47.669998,47.750000,45.090000,45.790001,43.983856,132851800
2022-11-18,44.349998,47.029999,44.299999,45.830002,44.022278,111228200
2022-11-21,46.549999,47.669998,45.950001,47.240002,45.376663,98061300
2022-11-22,46.910000,48.000000,45.160000,45.320000,43.532391,80033700
2022-11-23,45.270000,45.369999,43.619999,43.939999,42.206825,99917300
2022-11-25,44.689999,45.049999,44.369999,44.830002,43.061722,37295200
2022-11-28,45.810001,47.259998,44.820000,46.830002,44.982834,84858800
2022-11-29,46.720001,48.610001,46.520000,47.919998,46.029839,93854000
2022-11-30,47.790001,48.230000,41.320000,41.380001,39.747807,150799900
2022-12-01,41.259998,42.439999,40.470001,41.250000,39.622932,93316600
2022-12-02,43.430000,43.529999,41.369999,41.790001,40.141632,120899600
2022-12-05,42.689999,44.520000,42.139999,43.849998,42.120377,95946400
2022-12-06,43.980000,47.290001,43.900002,46.580002,44.742695,108083200
2022-12-07,47.270000,48.090000,46.200001,47.240002,45.376663,132229200
2022-12-08,46.570000,47.650002,45.099998,45.599998,43.801346,111469400
2022-12-09,46.119999,46.730000,44.759998,46.490002,44.656246,123629800
2022-12-12,46.410000,46.950001,44.730000,44.770000,43.004089,89012400
2022-12-13,39.560001,44.639999,39.480000,43.340000,41.630493,179555300
2022-12-14,43.599998,45.810001,42.099998,44.430000,42.677498,157128300
2022-12-15,46.320000,49.400002,45.980000,48.779999,46.855915,133146900
2022-12-16,49.209999,51.119999,48.380001,50.240002,48.258327,118182400
2022-12-19,50.160000,53.090000,50.090000,52.310001,50.246677,101025700
2022-12-20,53.119999,54.049999,51.500000,52.529999,50.457996,97685400
2022-12-21,51.930000,52.450001,49.500000,50.299999,48.315964,93821800
2022-12-22,51.919998,56.259998,51.830002,53.750000,51.785336,114983100
2022-12-23,54.740002,55.880001,53.139999,53.500000,51.544479,109199700
2022-12-27,53.950001,56.169998,53.860001,55.810001,53.770042,91514400
2022-12-28,56.150002,58.290001,54.650002,58.070000,55.947437,105113800
2022-12-29,56.240002,56.740002,53.270000,53.860001,51.891319,82796600
2022-12-30,55.660000,56.459999,53.959999,54.009998,52.035835,85882000
2023-01-03,52.590000,56.570000,51.680000,55.150002,53.134171,85686700
2023-01-04,53.840000,56.389999,53.310001,54.410000,52.421211,117810800
2023-01-05,55.490002,57.189999,55.380001,56.930000,54.849102,101329800
2023-01-06,55.919998,57.840000,51.529999,52.400002,50.484684,127988100
2023-01-09,51.139999,51.669998,48.529999,51.279999,49.405621,103641900
2023-01-10,51.930000,52.220001,49.970001,50.029999,48.201309,97051800
2023-01-11,49.439999,49.880001,47.400002,47.459999,45.725250,86712600
2023-01-12,47.270000,49.490002,46.230000,46.740002,45.031567,160898100
2023-01-13,48.049999,48.240002,45.689999,45.810001,44.135559,99362100
2023-01-17,45.959999,46.520000,44.919998,45.619999,43.952503,84619500
2023-01-18,44.799999,47.459999,44.049999,47.340000,45.609634,122786600
2023-01-19,48.259998,49.450001,47.669998,48.820000,47.035538,112122600
2023-01-20,47.959999,48.529999,44.669998,44.790001,43.152843,108542400
2023-01-23,44.439999,44.790001,41.259998,41.840000,40.310673,120536200
