Date,Open,High,Low,Close,Adj Close,Volume
2023-09-01,497.619995,498.000000,481.420013,485.089996,485.050049,46319100
2023-09-05,482.230011,488.510010,478.600006,485.480011,485.440033,38265300
2023-09-06,484.410004,485.489990,465.799988,470.609985,470.609985,46867000
2023-09-07,455.250000,463.440002,451.519989,462.410004,462.410004,43333000
2023-09-08,459.420013,466.059998,452.709991,455.720001,455.720001,47306900
2023-09-11,461.480011,461.630005,443.119995,451.779999,451.779999,47396600
2023-09-12,447.380005,456.730011,445.309998,448.700012,448.700012,34925600
2023-09-13,446.000000,459.299988,445.029999,454.850006,454.850006,39835500
2023-09-14,459.500000,459.869995,451.309998,455.809998,455.809998,37009700
2023-09-15,453.410004,455.989990,438.079987,439.000000,439.000000,50571300
2023-09-18,427.480011,442.420013,420.000000,439.660004,439.660004,50027100
2023-09-19,438.329987,439.660004,430.019989,435.200012,435.200012,37306400
2023-09-20,436.000000,439.029999,422.230011,422.390015,422.390015,36710800
2023-09-21,415.829987,421.000000,409.799988,410.170013,410.170013,44893000
2023-09-22,415.720001,421.149994,412.309998,416.100006,416.100006,47923600
2023-09-25,415.910004,425.359985,411.769989,422.220001,422.220001,41909100
2023-09-26,420.010010,428.200012,416.549988,419.109985,419.109985,40228200
2023-09-27,423.299988,428.720001,416.290009,424.679993,424.679993,44493500
2023-09-28,424.600006,434.459991,421.149994,430.890015,430.890015,42466300
2023-09-29,438.269989,441.440002,433.070007,434.989990,434.989990,39722100
2023-10-02,440.299988,451.750000,438.609985,447.820007,447.820007,43329800
2023-10-03,448.079987,451.299988,432.459991,435.170013,435.170013,47085000
2023-10-04,437.420013,441.429993,432.920013,440.410004,440.410004,36182100
2023-10-05,440.500000,449.000000,438.880005,446.880005,446.880005,39348300
2023-10-06,441.929993,457.890015,440.260010,457.619995,457.619995,43339700
2023-10-09,448.420013,456.049988,443.679993,452.730011,452.730011,40967500
2023-10-10,453.100006,462.589996,450.880005,457.980011,457.980011,36858200
2023-10-11,461.959991,468.589996,460.500000,468.059998,468.059998,37813700
2023-10-12,467.769989,476.089996,463.299988,469.450012,469.450012,48132500
2023-10-13,469.600006,471.160004,452.799988,454.609985,454.609985,47411500
2023-10-16,450.630005,462.250000,449.119995,460.950012,460.950012,37509900
2023-10-17,440.000000,447.540009,424.799988,439.380005,439.380005,81233300
2023-10-18,425.910004,432.190002,418.250000,421.959991,421.959991,62729400
2023-10-19,428.109985,432.970001,418.820007,421.010010,421.010010,50123300
2023-10-20,418.899994,424.700012,410.779999,413.869995,413.869995,47638100
2023-10-23,412.290009,432.480011,409.450012,429.750000,429.750000,47853000
2023-10-24,430.769989,436.970001,426.910004,436.630005,436.630005,40044400
